,,Net Mean,Median,Max,Min,STD,Variance,Range,Skweness,Kurtosis
,S21,0.011280386,0.045521255,14.50684702,-17.21584646,4.218103647,17.79239838,31.72269348,-0.024352793,3.867394913
,S22,0.015433213,0.122596164,13.02306313,-12.74948864,3.599734696,12.95808988,25.77255177,-0.089309041,3.707567888
,S23,-0.04823374,-0.108106597,15.33019116,-13.65729913,4.01063335,16.08517986,28.9874903,0.044785587,3.192884566
,S24,-0.016660111,-0.019529745,10.10031603,-8.984463076,3.057360216,9.347451489,19.08477911,0.002815795,3.021822642
,S25,0.059107784,0.083833115,13.91375026,-15.85346021,3.642089472,13.26481572,29.76721048,-0.02036633,3.711940141
,S26,0.061395049,0.017215152,21.36927558,-16.4207022,4.474698933,20.02293054,37.78997779,0.0296198,3.75481919
,S27,0.061333197,0.111979987,9.886135646,-13.02739879,3.414145948,11.65639256,22.91353443,-0.044503185,3.397413897
,S28,0.055703831,0.011501436,10.07263992,-13.03840572,2.928266701,8.574745875,23.11104564,0.045285214,3.873136173
,S29,0.096480026,0.194842836,23.21043069,-22.04644884,5.497565662,30.22322821,45.25687952,-0.0536762,4.359350086
,S30,0.080266796,-0.013053629,13.70052185,-14.89371284,4.178716115,17.46166837,28.59423469,0.06699696,3.236325533
,S31,0.083827824,-0.112762825,18.74659165,-22.03047998,5.709236493,32.59538133,40.77707163,0.10330137,3.489822077
,S32,0.05543272,0.043477998,16.72528678,-21.1296164,5.544188209,30.73802289,37.85490319,0.006468786,3.161918035
,S33,1.124699528,1.17952256,98.02309362,-89.69530953,44.60445083,1989.557034,187.7184031,-0.00368728,2.387427522
,S34,15.10175161,16.54155472,143.3381954,-54.56768889,28.75391659,826.7877193,197.9058843,-0.15021986,4.352547604
,S35,-12.54793688,-12.99883666,21.67297428,-84.20183009,19.71494488,388.6790515,105.8748044,0.068612889,3.812344794
,S36,-35.63068503,-26.77029559,79.29200844,-115.7701311,41.97205653,1761.65353,195.0621396,-0.633306312,1.835344222
,S37,-4568.739218,-4163.371044,-3053.909818,-7818.483795,1305.884128,1705333.355,4764.573977,-0.931249943,3.199146862
,S38,-831.2778423,-709.3330806,1562.975221,-5068.325026,1137.081022,1292953.251,6631.300247,-0.321731062,3.422727492
,S39,3574.714581,3667.61673,10725.37078,-8641.522351,4180.286957,17474799.04,19366.89313,-0.066671606,2.84642451
,S40,-0.051344828,-0.052173811,-0.041173952,-0.055173772,0.003557921,1.27E-05,0.013999821,0.698988947,3.673539832
Batch4,S1,-0.043139217,0.146480698,17.40368888,-22.04652824,5.630042428,31.69737775,39.45021712,-0.101040046,3.523954018
,S2,-0.059819336,0.12947524,21.71963785,-21.83804946,6.378437434,40.6844641,43.55768731,-0.089031794,3.66636182
,S3,-0.062097863,0.011226828,22.29696073,-23.2016175,6.517430505,42.47690039,45.49857822,-0.033751656,3.757173385
,S4,-0.031314129,0.11777589,25.09546727,-23.4444211,6.056111113,36.67648181,48.53988837,-0.073854334,4.071356698
,S5,-0.050370583,-0.015846846,21.99239832,-19.00897052,4.467242408,19.95625474,41.00136883,-0.023184596,5.127799304
,S6,-0.076488777,0.078526814,13.24302875,-19.83968457,4.415749176,19.49884079,33.08271332,-0.105315487,3.82910986
,S7,-0.039546858,0.115948409,17.68245582,-14.56815031,4.565072692,20.83988868,32.25060613,-0.102185843,3.590082303
,S8,-0.016765617,-0.07087119,28.65472705,-25.1207046,6.625801186,43.90124135,53.77543165,0.024497674,4.029133801
,S9,-0.032530551,0.014635202,25.14961843,-16.93037059,4.7551689,22.61163127,42.07998903,-0.029756516,4.297206967
,S10,-0.009555812,-0.130541761,11.35920024,-12.63044389,3.549179489,12.59667505,23.98964413,0.102265284,3.767387196
,S11,0.015996813,0.178880817,20.80426702,-25.07585002,6.683813306,44.67336031,45.88011704,-0.073109763,3.613553897
,S12,-0.001720094,-0.082913981,20.78062897,-20.33644126,5.902092081,34.83469094,41.11707023,0.041270393,3.803252322
,S13,0.056044102,0.194589428,16.06977091,-17.69525793,5.17946723,26.82688079,33.76502884,-0.080246859,3.329209506
,S14,0.051587767,0.173953324,18.2504366,-16.13602722,5.024634152,25.24694837,34.38646382,-0.073059383,3.379429897
,S15,0.081526206,0.080350811,17.65046452,-17.51430904,5.142525259,26.44556604,35.16477356,0.000685692,3.395357749
,S16,0.064984648,0.108063338,12.08844013,-12.06889281,3.628529178,13.16622399,24.15733294,-0.035616654,3.192334112
,S17,-0.018388065,-0.274278721,26.15981813,-26.97218755,7.224798894,52.19771906,53.13200568,0.106255133,3.675406055
,S18,-0.048004294,-0.023815117,18.91542039,-21.51978762,6.083022544,37.00316327,40.43520802,-0.011929519,3.64333529
,S19,-0.072342655,-0.127734177,29.70941512,-37.40338679,7.138019463,50.95132186,67.11280191,0.023280206,5.389616213
,S20,-0.04758892,-0.064825779,24.98653583,-28.03525569,7.38370841,54.51914988,53.02179151,0.007003334,3.592649525
,S21,0.007999814,-0.178825357,16.5679992,-17.10883545,4.881959474,23.83352831,33.67683465,0.114805442,3.300350778
,S22,0.000894458,-0.134884391,15.53163136,-15.17450615,4.115234274,16.93515313,30.70613751,0.09898259,3.956535172
,S23,-0.05782188,-0.107247573,21.10125086,-28.00078935,5.757793958,33.15219127,49.10204021,0.025752412,4.267343389
,S24,-0.037027781,0.196220544,10.46513747,-12.6546088,3.338530982,11.14578912,23.11974626,-0.20959667,3.224467995
,S25,0.033423449,-0.078162519,22.21783313,-20.26206349,4.786454597,22.91014761,42.47989662,0.069938594,4.952425742
,S26,0.029594409,-0.07844119,21.39973036,-20.85097033,6.167473721,38.0377321,42.25070069,0.052550982,3.800377327
,S27,0.04517012,0.041734052,13.33620768,-16.64711102,3.909388938,15.28332187,29.9833187,0.002636781,3.789245168
,S28,0.03883629,0.095549644,11.62060378,-16.18663954,3.348050488,11.20944207,27.80724333,-0.050817651,4.250296561
,S29,0.072294669,0.142806611,29.05433362,-29.06007244,7.13508521,50.90944096,58.11440605,-0.029647274,3.888065622
,S30,0.071793536,-0.043695284,15.70789595,-18.4323086,4.539583864,20.60782165,34.14020454,0.076321193,3.602416784
,S31,0.075381631,0.173180172,17.69288565,-21.67582967,6.480272867,41.99393643,39.36871532,-0.045275196,3.160281101
,S32,0.05899452,0.161849606,18.9449346,-18.42855162,5.633982178,31.74175519,37.37348622,-0.05476859,3.088060663
,S33,47.73135712,29.53884516,171.2729583,-61.91411086,57.19776747,3271.584603,233.1870691,0.954189967,2.1721154
,S34,24.56817835,18.99467519,168.1506496,-53.00519177,38.9956415,1520.660056,221.1558414,0.428778931,4.297648424
,S35,2.149247331,-0.483234784,35.42294887,-45.826901,15.13400814,229.0382024,81.24984987,0.521834419,2.412481331
,S36,-5.764420772,-5.379710112,115.3231919,-86.61393501,37.84733088,1432.420454,201.9371269,-0.030494409,2.37084187
,S37,-433.539582,-278.411227,1465.313324,-3084.05059,1398.375255,1955453.354,4549.363914,-0.332804133,1.807354946
,S38,-669.5594182,-575.7864524,2627.692003,-3785.671146,1032.599421,1066261.563,6413.36315,-0.27243759,2.702426514
,S39,9728.618678,9778.363694,20223.76157,-1548.856717,4905.049234,24059507.99,21772.61829,-0.030424781,2.392350025
,S40,-0.020953725,-0.022174195,0.002825485,-0.041173952,0.013625462,0.000185653,0.043999436,0.268718324,1.596087562
Batch5,S1,-0.061022237,-0.032752252,11.5017126,-13.78236253,3.970855428,15.76769283,25.28407513,-0.021358107,3.034862259
,S2,-0.079689922,-0.20250054,13.87324729,-14.09562895,4.457350314,19.86797182,27.96887624,0.082657145,3.069178038
,S3,-0.08050844,-0.187116148,16.84742416,-14.69426606,4.779714412,22.84566986,31.54169023,0.066912601,3.077069683
,S4,-0.03694043,0.084095856,12.64180997,-18.08968003,4.141217917,17.14968583,30.73149,-0.087681659,3.311126489
,S5,-0.050670887,0.043731284,12.7989907,-11.66022855,3.426586967,11.74149824,24.45921926,-0.082649737,3.237764209
,S6,-0.083394173,-0.042084558,12.16619772,-12.8686478,3.756034018,14.10779155,25.03484551,-0.032994601,3.261883077
,S7,-0.048622901,-0.026993775,14.07901996,-13.23271023,3.968105132,15.74585834,27.31173019,-0.016352232,3.261904524
,S8,-0.02536893,-0.083189082,19.16289806,-17.01057027,5.211155463,27.15614126,36.17346833,0.033286371,3.115752445
,S9,-0.042957321,-0.209973226,16.26474451,-12.3398306,4.127402686,17.03545293,28.60457511,0.121395404,3.274138991
,S10,0.002452623,-0.079069327,11.31499936,-9.581729444,3.240429461,10.50038309,20.89672881,0.075473283,3.381283253
,S11,0.005726952,-0.162593576,18.1531582,-20.25018246,5.311491903,28.21194624,38.40334066,0.095069633,3.674126201
,S12,-0.021629197,-0.292877075,17.41454311,-20.62105475,5.581823235,31.15675062,38.03559786,0.145784558,3.205383972
,S13,0.040479802,0.077831777,19.69175084,-17.25776015,5.095987262,25.96908617,36.949511,-0.021989051,3.876945683
,S14,0.022478389,-0.075940256,14.53281063,-16.02771626,4.754005776,22.60057091,30.56052689,0.062106768,3.302331296
,S15,0.080336497,0.109795276,14.07571863,-19.00012074,4.827151644,23.30139299,33.07583938,-0.018308175,3.550086974
,S16,0.063759485,-0.092847533,12.49854826,-10.51571615,3.380734823,11.42936794,23.01426442,0.138970099,3.233058168
,S17,-0.044138614,-0.106999518,16.83010189,-14.4614122,4.937876251,24.38262187,31.29151409,0.038191057,3.174299143
,S18,-0.066060317,-0.097629037,15.57656713,-16.12517514,4.494437453,20.19996802,31.70174228,0.021071861,3.223382496
,S19,-0.1049346,0.038369934,16.66318569,-16.28061888,5.133091649,26.34862987,32.94380457,-0.083753346,3.187840462
,S20,-0.056909026,0.042811253,17.62791531,-16.03550601,5.499706939,30.24677642,33.66342131,-0.054395778,3.058575181
,S21,0.031300117,0.081508984,12.9892177,-17.36964074,4.429694437,19.62219281,30.35885843,-0.034003835,3.373354711
,S22,0.019223199,0.145305169,10.87532821,-12.05667552,3.716170514,13.80992329,22.93200374,-0.101783787,3.144750733
,S23,-0.06320011,0.057086606,17.71501088,-18.32441149,5.028051201,25.28129888,36.03942237,-0.071769386,3.488666141
,S24,-0.034485237,-0.020670375,12.62249101,-11.67817295,3.449690674,11.90036575,24.30066397,-0.012014001,3.332575539
,S25,0.053622398,0.297591307,12.67250459,-21.0081225,4.404952428,19.40360589,33.6806271,-0.166155421,3.844735382
,S26,0.065144019,0.26754134,14.35312941,-19.60373613,4.863893594,23.65746089,33.95686554,-0.124836605,3.206076028
,S27,0.072821447,0.039906369,17.35549499,-25.77294849,4.282848233,18.34278898,43.12844348,0.023055974,5.740580079
,S28,0.059184679,0.078679537,12.38357484,-11.14544625,3.287598101,10.80830127,23.52902109,-0.017789454,3.305321885
,S29,0.107110058,0.228011958,17.07453605,-18.87478164,5.978295008,35.7400112,35.94931769,-0.060670425,3.02387937
,S30,0.100662071,0.045778309,15.85115117,-19.47184362,5.260885684,27.67691818,35.32299479,0.031297256,3.248280646
,S31,0.100716417,0.050221191,18.18294783,-18.23624168,6.060463548,36.72921842,36.41918951,0.024995724,2.925630365
,S32,0.075514189,0.198209841,18.6271942,-20.50686824,5.841088666,34.1183168,39.13406244,-0.063016841,3.406627935
,S33,-13.22480195,-15.17982221,73.55438883,-137.6639709,39.15601525,1533.193531,211.2183597,0.149786967,4.067389323
,S34,14.61100273,9.088443493,175.9318852,-38.09896932,35.73953085,1277.314066,214.0308545,0.463567297,6.619163943
,S35,44.77986517,37.95419419,90.17284771,5.610503956,23.1602007,536.3948963,84.56234375,0.884146611,1.460418313
,S36,67.50665695,77.97951086,166.3543476,-11.64532353,33.55871842,1126.187582,177.9996711,-0.936226507,2.346786351
,S37,1741.287128,1902.625661,2489.111917,599.3960837,549.1098675,301521.6466,1889.715833,-0.881454929,2.03050985
,S38,-1175.463621,-1057.551187,2453.473575,-5283.230879,1267.41915,1606351.301,7736.704455,-0.279100487,3.00462697
,S39,6443.665369,5574.32603,23608.96402,-10582.41082,8410.976668,70744528.5,34191.37484,0.310073149,2.089159904
,S40,0.014215096,0.010825382,0.029825139,0.002825485,0.008309756,6.91E-05,0.026999654,1.223759183,1.86695061
Batch6,S1,-0.043589977,0.047947874,12.648196,-15.13722342,3.878276934,15.04103198,27.78541943,-0.070808134,3.406134116
,S2,-0.066042119,-0.019169533,14.39856472,-14.6785727,4.011041862,16.08845682,29.07713742,-0.035057664,3.302398751
,S3,-0.056417188,0.051520057,14.83659796,-16.95074103,4.188722759,17.54539835,31.78733899,-0.077305602,3.404681897
,S4,-0.04187672,-0.077565566,16.01583492,-17.37342975,4.39732717,19.33648624,33.38926468,0.024348094,3.633346937
,S5,-0.046564801,-0.181397845,10.31452555,-8.70334038,3.358284345,11.27807374,19.01786593,0.120448149,3.122190103
,S6,-0.060374514,0.033010831,11.73567579,-12.24769036,3.233473064,10.45534806,23.98336615,-0.086642453,3.575961897
,S7,-0.045258748,0.077551723,13.06196438,-12.38200444,3.583132193,12.83883631,25.44396881,-0.10282384,3.459510764
,S8,-0.036337659,0.236771963,27.46633853,-20.4632151,5.14559488,26.47714667,47.92955362,-0.159229183,4.450189521
,S9,-0.033048116,-0.105485385,13.95273971,-14.0259901,3.686203018,13.58809269,27.97872981,0.058952751,3.085125099
,S10,-0.017496761,0.094883631,11.21330166,-12.59785237,3.090779676,9.552919004,23.81115403,-0.109079654,3.605123126
,S11,0.027094971,0.063505991,13.25909794,-15.12291986,4.201301556,17.65093477,28.38201779,-0.025999814,3.348594904
,S12,-0.008156005,-0.033036682,17.4493967,-15.53156224,4.989373858,24.8938515,32.98095894,0.0149602,3.090711766
,S13,0.052945856,0.119458276,13.66392098,-17.63080912,4.28200136,18.33553565,31.2947301,-0.046599065,3.395038499
,S14,0.036269631,0.043927975,14.20981595,-16.68729096,4.111205445,16.90201021,30.89710692,-0.005588393,3.12430347
,S15,0.066225898,0.180722901,16.47401463,-18.37823104,4.360177087,19.01114423,34.85224567,-0.078779142,3.49794918
,S16,0.055626006,0.08852119,13.66804619,-12.58783167,3.411971882,11.64155212,26.25587786,-0.028923319,3.339223189
,S17,-0.031404945,-0.020781059,22.27738656,-21.20579987,4.066023978,16.53255099,43.48318642,-0.007838532,5.174786189
,S18,-0.047777718,0.054622764,12.19975364,-18.05594586,3.740437512,13.99087278,30.2556995,-0.082129817,3.747349767
,S19,-0.076274941,-0.087611276,15.22727156,-12.44789369,4.038549658,16.30988334,27.67516525,0.008421094,3.009136891
,S20,-0.054526254,-0.177053765,19.75583027,-14.62524229,4.400984839,19.36866755,34.38107256,0.08352279,3.752612794
,S21,0.013196182,-0.114355207,15.375651,-22.68450058,4.195816626,17.60487716,38.06015158,0.091198973,4.178440885
,S22,0.01084735,0.002138444,13.23584693,-14.8176452,3.412793409,11.64715885,28.05349213,0.007655523,3.876524786
,S23,-0.047680615,0.054632657,13.45792353,-12.15259758,3.989292378,15.91445368,25.61052111,-0.076940918,3.216342781
,S24,-0.030877036,0.075089179,11.21433061,-13.61847954,3.277812394,10.74405409,24.83281015,-0.096985003,3.791894068
,S25,0.054840112,0.08329635,19.0655458,-19.96520392,3.811190564,14.52517352,39.03074972,-0.022399487,6.042763821
,S26,0.050223492,0.021375466,18.77330079,-20.18115296,4.206314208,17.69307921,38.95445375,0.020574801,3.790795523
,S27,0.053543974,0.126146796,13.25071,-13.89777059,3.711797096,13.77743768,27.14848059,-0.058680057,3.337846888
,S28,0.048127566,0.071051571,11.20308745,-11.06775146,3.234401188,10.46135104,22.27083891,-0.021262673,3.876459628
,S29,0.081992449,0.059508326,20.50685315,-23.31159418,5.224372717,27.29407028,43.81844733,0.012911095,4.263916343
,S30,0.073766271,0.172809131,15.56883465,-16.48297857,4.707263044,22.15832537,32.05181322,-0.063121304,2.990250193
,S31,0.072683464,0.054729715,22.31342038,-23.84910754,5.867211821,34.42417455,46.16252792,0.009180041,4.072016528
,S32,0.046320894,0.002153543,19.0876187,-23.3969616,5.652477762,31.95050486,42.48458031,0.023441411,3.679287975
,S33,-85.20893544,-87.78906305,-12.13295284,-166.3514179,40.58385287,1647.049114,154.218465,0.190725677,2.203515878
,S34,-52.08361687,-49.84894761,-14.22401343,-104.6613463,20.24832788,409.994782,90.43733289,-0.331089453,2.215580256
,S35,55.07069902,65.59476812,85.20410689,-2.045731897,22.60675988,511.0655921,87.24983878,-1.396582591,2.156345652
,S36,121.1591728,120.4169324,218.3855014,71.69827247,22.03525816,485.5526024,146.687229,0.101052646,3.330798111
,S37,4273.767993,4276.593973,6657.179595,2001.293955,1334.962469,1782124.794,4655.88564,-0.006350695,1.760942901
,S38,-1475.38402,-1239.691476,1158.663468,-5627.886492,1287.283629,1657099.141,6786.54996,-0.54927882,2.933849325
,S39,-7929.58732,-8638.592708,5686.384874,-18657.97167,5803.493735,33680539.54,24344.35654,0.366506153,2.495767995
,S40,0.017732412,0.023825216,0.030825126,-0.009174362,0.014187825,0.000201294,0.039999487,-1.288316695,1.819362526
Batch7,S1,-0.044766595,-0.214428724,15.7031938,-13.49285407,4.32748463,18.72712322,29.19604787,0.117617145,3.395293689
,S2,-0.060360844,-0.23569136,17.892951,-17.39098273,4.656122081,21.67947283,35.28393372,0.112967731,3.478066851
,S3,-0.060142099,-0.124745544,19.36196958,-20.39671371,4.806225422,23.09980281,39.75868329,0.040324853,3.743480109
,S4,-0.03054922,-0.101540194,15.68547695,-17.50029067,4.742956918,22.49564033,33.18576762,0.044902985,3.547246494
,S5,-0.06520538,-0.033163314,10.98880784,-15.69760276,3.439410618,11.8295454,26.6864106,-0.027948451,3.551754115
,S6,-0.081634623,-0.110122514,19.73394508,-19.25715677,3.654300718,13.35391374,38.99110184,0.023387148,5.455096908
,S7,-0.040379363,-0.102790453,9.728694972,-16.7271416,3.427889676,11.75042763,26.45583657,0.054620565,3.619810418
,S8,-0.010868534,-0.066644908,18.13435222,-16.7536118,5.44432421,29.64066611,34.88796402,0.030734599,3.236975723
,S9,-0.047388901,0.023203176,15.75153873,-15.14158872,4.129984656,17.05677326,30.89312745,-0.051277729,3.666372689
,S10,-0.014622055,-0.00092181,13.06625846,-9.83431359,3.1075507,9.656871354,22.90057205,-0.013226087,3.588704586
,S11,-0.024207061,0.01219192,17.28822363,-16.90918482,5.051749854,25.52017659,34.19740845,-0.021615667,3.648849982
,S12,-0.033675104,-0.022152147,21.41970812,-21.30858107,5.727838001,32.80812816,42.72828919,-0.006035239,3.872181147
,S13,0.025707815,0.277361763,18.31266511,-18.35227805,5.451963299,29.72390381,36.66494316,-0.138475225,3.328402265
,S14,0.01287246,0.121563889,19.14576121,-16.67948616,5.343004989,28.54770231,35.82524737,-0.061028258,3.221549832
,S15,0.052743138,0.205353269,17.92600484,-16.34407256,4.873644245,23.75240823,34.27007739,-0.093940052,3.259346967
,S16,0.041808785,0.142266267,11.02580676,-10.88819206,3.377868773,11.40999745,21.91399882,-0.089219702,3.145243958
,S17,0.001932751,-0.046891051,13.3989234,-13.44672294,4.603723504,21.1942701,26.84564635,0.031815856,3.060202857
,S18,-0.043355838,0.097738091,12.53870465,-13.01837763,4.333026331,18.77511719,25.55708228,-0.097687334,2.755605066
,S19,-0.063800721,-0.284422443,27.49611039,-22.72939311,5.174803519,26.77859146,50.22550349,0.127901506,5.152533188
,S20,-0.017837494,-0.044115702,15.47034458,-22.23510117,5.165162513,26.67890379,37.70544575,0.015262758,3.573619164
,S21,0.062589041,-0.100198357,15.81652475,-17.10070998,4.256693449,18.11943912,32.91723473,0.114728063,3.606589349
,S22,0.031442938,0.015856793,14.18810206,-16.84413518,3.660554732,13.39966095,31.03223724,0.012773592,3.528640047
,S23,-0.038201521,0.088894707,18.399837,-20.09912426,4.56487014,20.8380394,38.49896126,-0.083526732,3.924930985
,S24,-0.022565336,-0.09287566,12.32068311,-11.08083206,3.141541781,9.869284764,23.40151517,0.0671425,3.799295066
,S25,0.044935707,0.20638563,10.92987745,-14.67531852,3.550548625,12.60639554,25.60519597,-0.136415473,3.242508108
,S26,0.061171174,0.007993809,14.80121117,-15.28422278,4.464926955,19.93557271,30.08543395,0.035730057,3.410283684
,S27,0.065023322,0.054365254,10.04567408,-9.735969928,3.240090919,10.49818916,19.78164401,0.009868304,2.845629357
,S28,0.050692002,0.116911584,10.19439764,-12.26905812,2.756092304,7.59604479,22.46345576,-0.07207986,3.848563809
,S29,0.062733143,0.219603587,19.13021891,-15.28815385,4.742853729,22.49466149,34.41837276,-0.099225352,3.721818632
,S30,0.088777807,0.32402897,14.34691734,-18.6613873,4.403970823,19.39495901,33.00830464,-0.160253898,3.581358498
,S31,0.057133795,0.347837686,21.98326857,-19.18494955,5.351202408,28.63536721,41.16821813,-0.162974899,3.755984914
,S32,0.039996814,0.430885153,22.4092936,-20.95310344,5.698335092,32.47102282,43.36239705,-0.205790814,3.811574573
,S33,-93.61641773,-102.2734113,-1.320472821,-166.5076676,39.9950564,1599.604536,165.1871948,0.64935477,2.142093317
,S34,-41.53494387,-43.31770967,101.369523,-79.00514373,21.98276755,483.2420694,180.3746667,0.243294999,16.79536968
,S35,24.52854626,25.04796804,46.42292855,-9.826967519,10.39051406,107.9627824,56.24989606,-0.149969996,2.98471549
,S36,103.9211133,102.2294661,199.0417872,53.13580677,21.80563325,475.4856414,145.9059804,0.232735355,3.41747453
,S37,5343.55447,6616.245723,7180.530997,1102.567493,1940.348442,3764952.076,6077.963504,-1.967725835,2.272654959
,S38,-1435.103549,-1187.254073,1554.787736,-6209.447918,1314.245871,1727242.21,7764.235654,-0.565760522,3.185155497
,S39,1548.448551,1551.437957,12164.31376,-6027.792547,4093.012576,16752751.95,18192.1063,-0.002191104,2.422829493
,S40,-0.009416546,-0.010174349,0.00082551,-0.01317431,0.003434795,1.18E-05,0.013999821,0.661876082,4.242884136
Batch1,S1,-0.05775493,0.145987654,16.10611528,-17.80831214,4.797446022,23.01548833,33.91442742,-0.127406906,3.398488286
,S2,-0.057489751,0.068020049,28.88034977,-27.12850752,5.726073198,32.78791426,56.0088573,-0.065757001,5.257036621
,S3,-0.037384134,0.261948799,32.00227959,-32.75955459,6.305864216,39.76392352,64.76183418,-0.142406935,5.933687517
,S4,-0.039775847,-0.030658292,27.75547237,-30.91556674,6.675745327,44.56557568,58.67103911,-0.00409732,4.654760709
,S5,0.010253799,0.190702592,26.62970432,-21.24506922,4.84446505,23.46884162,47.87477354,-0.111745337,5.354157762
,S6,0.00275279,0.030600261,22.65775282,-16.89051966,4.130847912,17.06390447,39.54827248,-0.020224036,5.290804017
,S7,-0.018082697,-0.039200105,24.90750788,-27.86156091,5.141090851,26.43081514,52.76906878,0.01232272,6.616794845
,S8,-0.022903849,-0.260736292,36.61142927,-37.52974207,8.486241477,72.0162944,74.14117134,0.084076953,5.049380911
,S9,0.028740596,-0.041654915,16.24506774,-17.43264505,4.862333096,23.64228314,33.67771279,0.043433168,3.19357581
,S10,0.033370795,-0.04081922,11.44759469,-9.706291177,2.899702871,8.40827674,21.15388587,0.076756156,3.332829387
,S11,0.042130453,0.090429118,42.46942985,-40.39086407,7.392997782,54.6564162,82.86029392,-0.019599086,8.057750143
,S12,0.008140588,0.118297902,18.11328077,-21.74816485,6.31028177,39.81965602,39.86144562,-0.052370394,3.341254004
,S13,0.012160879,0.112069994,22.73045826,-17.90729248,5.606630755,31.43430842,40.63775074,-0.053459441,3.606820821
,S14,0.025745309,0.014125151,19.41437748,-17.52828564,5.382605967,28.97244699,36.94266312,0.006476505,3.551306913
,S15,0.03320457,-0.018699227,17.02857753,-13.8868091,4.829430294,23.32339696,30.91538662,0.032242186,3.183217249
,S16,0.015116376,-0.090463026,12.16135562,-10.91387734,3.547510461,12.58483047,23.07523295,0.089284644,3.441543146
,S17,-0.051017849,-0.110067552,29.76229982,-43.44281348,6.226795371,38.77298059,73.2051133,0.028449483,7.361521145
,S18,-0.027067704,-0.035459888,29.82947994,-28.18941229,6.263947361,39.23703655,58.01889223,0.004019279,5.928741183
,S19,-0.03874054,-0.114957367,19.1815449,-19.4095803,5.332393801,28.43442365,38.59112519,0.042879519,3.835698123
,S20,-0.063980491,-0.131004815,27.43207293,-34.8138219,6.280781598,39.44821748,62.24589483,0.032014005,6.042823563
,S21,-0.017648074,-0.076782228,14.81397693,-16.0377805,4.529884581,20.51985431,30.85175744,0.039162689,3.139829511
,S22,0.000567439,0.033929252,18.16699029,-17.76179314,4.323130304,18.68945563,35.92878344,-0.02315115,4.581468057
,S23,-0.019171802,-0.095735767,20.22015286,-21.89881178,5.148589634,26.50797522,42.11896464,0.044612585,4.498130909
,S24,0.008731313,0.053905724,10.59494705,-7.79518022,2.902262777,8.423129227,18.39012727,-0.046695714,2.974963475
,S25,0.022375481,-0.147459638,25.06866763,-21.41566124,4.566636407,20.85416808,46.48432887,0.111571255,6.529143472
,S26,0.026652467,0.074378806,40.62977524,-35.70888236,6.559591194,43.02823664,76.3386576,-0.02182743,8.444892996
,S27,0.02326133,0.075967649,8.980018548,-12.16486881,3.178410024,10.10229028,21.14488736,-0.049747816,3.091236849
,S28,0.022640615,-0.084642533,10.79830392,-9.899816743,2.863664063,8.200571867,20.69812066,0.112390782,3.609359004
,S29,0.04755952,-0.122063995,51.72572571,-44.76764206,8.126092239,66.03337508,96.49336777,0.062621803,10.69449611
,S30,0.010066414,-0.037021319,14.41531561,-14.90961724,4.568507924,20.87126466,29.32493285,0.03092108,3.18450126
,S31,0.039757602,-0.130643277,35.90784619,-28.30304413,6.824459282,46.57324449,64.21089032,0.07490742,5.808594059
,S32,0.037789333,-0.053623832,18.74385586,-15.12182028,5.410380422,29.27221631,33.86567615,0.050687655,3.063791344
,S33,-19.0619765,-14.59950102,41.55664522,-213.9428827,43.01668235,1850.43496,255.4995279,-0.311214759,11.06264513
,S34,-16.33520202,-7.857570117,61.01730262,-198.2009684,41.18999621,1696.615787,259.218271,-0.617453218,9.940627559
,S35,-0.789115295,-0.036295506,29.77614941,-28.62999267,9.138667053,83.51523551,58.40614208,-0.247132252,2.939136281
,S36,10.75196038,6.240385605,120.0683003,-26.99392799,20.83322159,434.0231219,147.0622283,0.649670253,4.670954055
,S37,1768.008589,1542.129479,5753.017202,-827.8878384,1724.960616,2975489.127,6580.90504,0.392842205,2.546297645
,S38,-24.93390033,506.658569,2891.154163,-5221.487097,1741.302667,3032134.98,8112.64126,-0.915853078,2.747410481
,S39,776.1888148,821.0578736,6997.233531,-4654.444839,2590.265373,6709474.705,11651.67837,-0.051966558,2.503869019
,S40,-0.013450348,-0.005960861,0.001039049,-0.0419604,0.014851328,0.000220562,0.042999449,-1.512892442,1.795118503
Batch2,S1,-0.044752139,-0.104710672,14.22804325,-16.40512834,4.687601162,21.97360465,30.63317159,0.038372633,3.140033358
,S2,-0.031696533,-0.042136641,18.29258581,-16.21735373,5.00800265,25.08009054,34.50993954,0.006254055,3.171752625
,S3,-0.009147665,-0.153981217,16.92230103,-17.49886317,5.135481924,26.37317459,34.4211642,0.084607572,3.169786521
,S4,-0.022984494,0.161247127,21.37820477,-21.74544259,6.182752522,38.22642875,43.12364736,-0.089393011,3.367730718
,S5,-0.016941249,0.035136863,14.20064041,-18.15555605,4.559638659,20.7903047,32.35619647,-0.034264631,3.087840171
,S6,-0.010065358,-0.082968121,10.09035493,-10.6613167,4.019857951,16.15925795,20.75167163,0.054406969,2.727844423
,S7,0.00508021,0.029074604,14.13711949,-12.86387777,3.902508751,15.22957455,27.00099727,-0.018445361,3.171684184
,S8,0.006448201,0.130488855,27.65188197,-23.29647097,7.004103654,49.05746799,50.94835295,-0.053129134,3.113006634
,S9,0.036002863,-0.060737013,14.28823809,-12.81896137,4.455338286,19.85003924,27.10719946,0.065139751,2.897910852
,S10,0.036643429,-0.108547942,9.935861081,-8.746677311,3.031105565,9.187600944,18.68253839,0.1437014,2.808844217
